"Relative Time (Process)","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MAX"
"1065.401478937","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1080.397849055","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1080.403693061","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1095.400563209","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1095.406738443","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1110.403426284","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1110.417544425","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1125.405892026","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1125.409582509","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1140.397913911","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1140.437794875","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
